job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
9cfcd16f-217,Entry Level AI/LLM Engineer,AI/LLM Engineer,Entry Level,DataFlow Inc,Startup,Cybersecurity,"Seattle, WA",Hybrid,False,,,190000,PyTorch|LangChain|GCP|Python,4,2,5,Bachelor's Degree,Possible,Remote Work Stipend|Mental Health Benefits|Health Insurance|Learning Budget|Stock Options / RSUs|Free Meals,"We are looking for a Entry Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, LangChain, GCP, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-05,45,explosive,Startup,2026-03-22T19:50:30
bc945ff5-aa0,Data Engineer,Data Engineer,Mid Level,Databricks,Scale-up,Media/Streaming,"New York, NY",Hybrid,False,229000,293000,265000,Azure|SQL|Airflow|Spark|Kubernetes|Kafka|dbt|Python,8,4,6,Bachelor's Degree,No,Unlimited PTO|Parental Leave|401k Match,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, Spark, Kubernetes, Kafka. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-11,11,high,Scale-up,2026-03-22T19:50:30
aabec757-770,Senior Data Platform Engineer,Data Platform Engineer,Senior,Walmart,Enterprise,Healthcare/BioTech,"Seattle, WA",Hybrid,False,,,285000,AWS|Prometheus|Kubernetes|Kafka|Python,5,7,8,No Degree Required,Yes,Learning Budget|Gym Membership|Remote Work Stipend,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Prometheus, Kubernetes, Kafka, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-19,3,high,Enterprise,2026-03-22T19:50:30
f7f274c1-9de,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Zendesk,Mid-market,Healthcare/BioTech,"Austin, TX",Hybrid,False,,,175000,Python|Looker|SQL|Excel|Tableau|Redshift|DAX|Data Modeling,8,9,11,PhD Preferred,Yes,Unlimited PTO|Gym Membership|Learning Budget|401k Match|Parental Leave|Mental Health Benefits|Remote Work Stipend,"We are looking for a Senior Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Excel, Tableau, Redshift. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-12-16,96,declining,Mid-market,2026-03-22T19:50:30
b41b9eb5-06b,Data Analyst,Data Analyst,Mid Level,Confluent,Scale-up,Healthcare/BioTech,"San Francisco, CA",On-site,False,,,175000,Looker|SQL|Excel|Tableau|Power BI|Git|Python,7,2,4,Bachelor's Degree,Possible,Unlimited PTO|Stock Options / RSUs|Remote Work Stipend|Gym Membership|Learning Budget,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, Git. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-23,58,stable,Scale-up,2026-03-22T19:50:30
a27f693e-cd5,Analytics Engineer,Analytics Engineer,Mid Level,SAP,Enterprise,AI/ML Platform,"New York, NY",Hybrid,False,110000,148000,125000,Looker|SQL|Airflow|Snowflake|Tableau|BigQuery|dbt|Python,8,2,3,Master's Preferred,Yes,Free Meals|Gym Membership|Unlimited PTO|401k Match|Remote Work Stipend|Parental Leave,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Airflow, Snowflake, Tableau, BigQuery. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-25,25,high,Enterprise,2026-03-22T19:50:30
e33ac7e5-aee,Entry Level Data Engineer,Data Engineer,Entry Level,Modal,Scale-up,SaaS/Cloud,"Chicago, IL",Hybrid,False,137000,172000,145000,AWS|Azure|Terraform|Airflow|Spark|Snowflake|Python,7,2,5,Bachelor's Degree,Possible,Health Insurance|Learning Budget|Parental Leave|Stock Options / RSUs|Mental Health Benefits,"We are looking for a Entry Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Azure, Terraform, Airflow, Spark, Snowflake. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2025-10-26,147,high,Scale-up,2026-03-22T19:50:30
3e4a3075-256,Business Intelligence Developer,Business Intelligence Developer,Mid Level,HubSpot,Mid-market,E-commerce,"Austin, TX",Remote,True,124000,155000,145000,Python|Looker|SQL|Excel|Snowflake|Tableau|Power BI|DAX|Git|Data Modeling,10,5,8,PhD Preferred,No,401k Match|Gym Membership|Learning Budget|Remote Work Stipend,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Excel, Snowflake, Tableau. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-26,24,declining,Mid-market,2026-03-22T19:50:30
f7ae3b86-2a8,Data Engineer,Data Engineer,Mid Level,Netflix,FAANG+,InsurTech,"Atlanta, GA",Hybrid,False,,,165000,AWS|SQL|Airflow|Spark|Git|Kubernetes|Databricks|Kafka|dbt|Python,10,2,3,Master's Preferred,Yes,Unlimited PTO|Mental Health Benefits|Parental Leave|Free Meals|Stock Options / RSUs|Learning Budget,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, Airflow, Spark, Git, Kubernetes. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-01-22,59,high,FAANG+,2026-03-22T19:50:30
47183ee4-785,Data Platform Engineer,Data Platform Engineer,Mid Level,Deloitte,Enterprise,FinTech,"Chicago, IL",Remote,True,154000,175000,165000,AWS|Docker|Terraform|SQL|Spark|Git|Kubernetes|Kafka|Helm|Python,10,5,6,Master's Preferred,Yes,Learning Budget|401k Match|Health Insurance,"We are looking for a Mid Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Docker, Terraform, SQL, Spark, Git. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-08,14,high,Enterprise,2026-03-22T19:50:30
63be5959-80b,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Citigroup,Enterprise,FinTech,"Los Angeles, CA",Hybrid,False,,,350000,AWS|PyTorch|Vector Databases|Pinecone|Python,5,7,10,Bachelor's Degree,No,Free Meals|401k Match|Stock Options / RSUs,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, PyTorch, Vector Databases, Pinecone, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-22,0,explosive,Enterprise,2026-03-22T19:50:30
06dbc099-3a7,Data Scientist,Data Scientist,Mid Level,StreamBase,Startup,Gaming,"New York, NY",Hybrid,False,,,130000,Docker|SQL|scikit-learn|Statistics|Snowflake|A/B Testing|Python,7,3,4,Master's Preferred,Yes,Mental Health Benefits|Unlimited PTO|Parental Leave|401k Match,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, scikit-learn, Statistics, Snowflake, A/B Testing. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-07,74,stable,Startup,2026-03-22T19:50:30
7fc9056f-178,Machine Learning Engineer,Machine Learning Engineer,Mid Level,TechCorp AI,Startup,Cybersecurity,"Boston, MA",Hybrid,False,,,260000,MLflow|PyTorch|TensorFlow|scikit-learn|Kubernetes|Databricks|Git|Python,8,4,6,Bachelor's Degree,Possible,Health Insurance|Free Meals|Stock Options / RSUs,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in MLflow, PyTorch, TensorFlow, scikit-learn, Kubernetes, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2025-12-03,109,very_high,Startup,2026-03-22T19:50:30
ceead5b0-033,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,IBM,Enterprise,Media/Streaming,"Seattle, WA",Hybrid,False,227000,265000,250000,SQL|Tableau|Redshift|Power BI|BigQuery|DAX|Git|Data Modeling,8,11,13,Bachelor's Degree,Yes,Gym Membership|Parental Leave|Free Meals|Remote Work Stipend|Stock Options / RSUs,"We are looking for a Staff/Lead Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Tableau, Redshift, Power BI, BigQuery, DAX. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-12,10,declining,Enterprise,2026-03-22T19:50:30
298ac6af-04b,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,dbt Labs,Scale-up,SaaS/Cloud,"Seattle, WA",Hybrid,False,,,485000,Weights & Biases|MLflow|PyTorch|GCP Vertex AI|Ray|Kubernetes|Python,7,9,11,Bachelor's Degree,Possible,Health Insurance|401k Match|Free Meals|Gym Membership|Learning Budget,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, GCP Vertex AI, Ray, Kubernetes. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-15,7,very_high,Scale-up,2026-03-22T19:50:30
f75fbb9b-14b,Senior Data Analyst,Data Analyst,Senior,Snowflake,Scale-up,Cybersecurity,"Atlanta, GA",Hybrid,False,85000,110000,95000,Looker|Power BI|Snowflake|dbt|Python,5,7,8,Bachelor's Degree,No,Health Insurance|Stock Options / RSUs|Remote Work Stipend|Mental Health Benefits|Free Meals|Learning Budget,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Power BI, Snowflake, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-19,3,stable,Scale-up,2026-03-22T19:50:30
301b6908-0a0,Senior Data Platform Engineer,Data Platform Engineer,Senior,dbt Labs,Scale-up,EdTech,"Miami, FL",On-site,False,,,225000,AWS|Terraform|SQL|GCP|Spark|Prometheus|Kubernetes|Kafka|Python,9,8,11,Master's Preferred,No,Mental Health Benefits|Health Insurance|Gym Membership|Unlimited PTO,"We are looking for a Senior Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Terraform, SQL, GCP, Spark, Prometheus. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-16,6,high,Scale-up,2026-03-22T19:50:30
7062491e-d50,Data Scientist,Data Scientist,Mid Level,Elastic,Mid-market,Logistics/Supply Chain,"Seattle, WA",On-site,False,156000,201000,175000,SQL|Airflow|scikit-learn|Statistics|Jupyter|Databricks|Git|R|Python,9,3,5,Bachelor's Degree,Yes,Remote Work Stipend|Unlimited PTO|401k Match|Mental Health Benefits|Parental Leave,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, scikit-learn, Statistics, Jupyter, Databricks. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-23,27,stable,Mid-market,2026-03-22T19:50:30
abe53bc9-6bd,Data Platform Engineer,Data Platform Engineer,Mid Level,Monte Carlo,Scale-up,Healthcare/BioTech,"San Francisco, CA",Remote,True,,,325000,Docker|Terraform|Prometheus|Kafka|Helm|Python,6,5,7,No Degree Required,No,Health Insurance|401k Match|Mental Health Benefits|Remote Work Stipend|Parental Leave|Learning Budget|Unlimited PTO,"We are looking for a Mid Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Terraform, Prometheus, Kafka, Helm, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-21,1,high,Scale-up,2026-03-22T19:50:30
9bbeced7-052,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Splunk,Mid-market,Cybersecurity,"Seattle, WA",Remote,True,,,105000,Looker|SQL|Excel|Redshift|Power BI|DAX|Git|Python,8,2,4,PhD Preferred,Possible,401k Match|Unlimited PTO|Stock Options / RSUs|Health Insurance|Mental Health Benefits|Parental Leave,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Redshift, Power BI, DAX. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-17,33,declining,Mid-market,2026-03-22T19:50:30
30bfdea4-0ed,Principal Analytics Engineer,Analytics Engineer,Principal,Snowflake,Scale-up,Gaming,"Denver, CO",Hybrid,False,,,315000,SQL|Databricks|dbt|Data Modeling,4,13,15,Master's Preferred,No,Mental Health Benefits|401k Match|Free Meals|Remote Work Stipend|Unlimited PTO|Parental Leave,"We are looking for a Principal Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Databricks, dbt, Data Modeling. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-06,16,high,Scale-up,2026-03-22T19:50:30
